Event_ID,Event_Date,Company_ID,Student_ID,Job_ID,Event_Type,Skill,Region,Experience_Years,Job_Openings,Application_Status,Processing_Time_Hours,Search_Time_Seconds,Consent_Status
E00408,2025-05-03 07:17:31.753,Company_076,Student_0138,J0004,Company Posted,Marketing,West,1,2,Shortlisted,62.0,6.27,Yes
E00409,2025-05-03 14:30:15.025,Company_016,Student_0172,J0093,Company Shortlisted,Excel,Central,2,1,Shortlisted,10.3,10.96,No
E00410,2025-05-03 21:42:58.297,Company_048,Student_0130,J0214,Company Posted,Excel,West,2,7,Applied,51.1,8.75,No
E00411,2025-05-04 04:55:41.569,Company_039,Student_0013,J0153,Company Shortlisted,Sql,Central,1,8,Shortlisted,53.7,7.19,Yes
E00412,2025-05-04 12:08:24.841,Company_033,Student_0168,J0141,Student Applied,Finance,East,3,6,Applied,49.1,9.67,Yes
E00413,2025-05-04 19:21:08.114,Company_023,Student_0130,J0210,Student Applied,Java,South,3,4,Shortlisted,18.9,10.44,Yes
E00414,2025-05-05 02:33:51.386,Company_010,Student_0084,J0161,Company Posted,Python,West,0,6,Rejected,63.0,5.75,Yes
E00415,2025-05-05 09:46:34.658,Company_069,Student_0065,J0016,Student Applied,Python,South,0,3,Applied,13.0,5.96,Yes
E00416,2025-05-05 16:59:17.930,Company_034,Student_0063,J0170,Student Applied,Marketing,South,3,8,Pending,4.8,4.94,Yes
E00417,2025-05-06 00:12:01.202,Company_052,Student_0101,J0108,Student Applied,Finance,South,5,10,Rejected,51.9,11.62,Yes
E00418,2025-05-06 07:24:44.474,Company_010,Student_0073,J0126,Company Posted,Tableau,East,4,2,Rejected,34.8,8.52,Yes
E00419,2025-05-06 14:37:27.746,Company_019,Student_0017,J0194,Student Applied,Tableau,North,2,5,Shortlisted,61.3,1.46,Yes
E00420,2025-05-06 21:50:11.018,Company_058,Student_0009,J0055,Company Shortlisted,Power Bi,West,4,1,Rejected,28.2,10.42,Yes
E00421,2025-05-07 05:02:54.290,Company_001,Student_0203,J0170,Company Posted,Java,North,2,6,Applied,12.9,6.03,No
E00422,2025-05-07 12:15:37.563,Company_069,Student_0143,J0034,Company Posted,Java,North,3,2,Rejected,60.4,1.29,Yes
E00423,2025-05-07 19:28:20.835,Company_004,Student_0152,J0158,Student Applied,Excel,North,0,4,Applied,40.0,6.82,Yes
E00424,2025-05-08 02:41:04.107,Company_016,Student_0038,J0013,Student Applied,Data Analysis,South,5,6,Pending,14.4,5.3,Yes
E00425,2025-05-08 09:53:47.379,Company_024,Student_0247,J0141,Student Applied,Marketing,Central,0,10,Pending,52.1,10.59,Yes
E00426,2025-05-08 17:06:30.651,Company_080,Student_0163,J0018,Student Applied,Python,South,4,8,Applied,37.3,2.85,Yes
E00427,2025-05-09 00:19:13.923,Company_002,Student_0094,J0160,Company Posted,Marketing,South,0,8,Applied,43.9,10.0,Yes
E00428,2025-05-09 07:31:57.195,Company_032,Student_0095,J0096,Student Applied,Tableau,North,3,6,Rejected,33.7,6.91,No
E00429,2025-05-09 14:44:40.467,Company_024,Student_0049,J0123,Student Applied,Tableau,South,5,4,Applied,59.8,1.13,No
E00430,2025-05-09 21:57:23.740,Company_012,Student_0069,J0039,Student Applied,Sql,North,4,8,Pending,59.9,11.68,No
E00431,2025-05-10 05:10:07.012,Company_050,Student_0062,J0046,Company Shortlisted,Power Bi,Unknown,5,8,Applied,51.4,6.4,Yes
E00432,2025-05-10 12:22:50.284,Company_035,Student_0188,J0029,Company Posted,Java,West,2,10,Applied,8.5,3.85,Yes
E00433,2025-05-10 19:35:33.556,Company_033,Student_0236,J0190,Student Applied,Marketing,North,0,1,Pending,60.6,5.9,Yes
E00434,2025-05-11 02:48:16.828,Company_033,Student_0178,J0062,Student Applied,Tableau,Central,5,4,Rejected,48.6,10.37,Yes
E00435,2025-05-11 10:01:00.100,Company_061,Student_0078,J0185,Student Applied,Data Analysis,West,1,4,Rejected,50.5,4.01,Yes
E00436,2025-05-11 17:13:43.372,Company_051,Student_0117,J0016,Student Applied,Excel,East,0,7,Applied,26.8,2.72,Yes
E00437,2025-05-12 00:26:26.644,Company_043,Student_0120,J0184,Student Applied,Python,North,2,7,Rejected,63.4,1.98,No
E00438,2025-05-12 07:39:09.917,Company_012,Student_0203,J0121,Company Shortlisted,Power Bi,North,5,8,Shortlisted,52.5,3.93,Yes
E00439,2025-05-12 14:51:53.189,Company_067,Student_0137,J0010,Company Posted,Data Analysis,East,4,5,Shortlisted,9.0,9.47,Yes
E00440,2025-05-12 22:04:36.461,Company_065,Student_0162,J0158,Company Posted,Power Bi,East,2,7,Rejected,30.0,5.92,Yes
E00441,2025-05-13 05:17:19.733,Company_033,Student_0076,J0153,Student Applied,Sql,North,1,8,Shortlisted,63.9,3.12,Yes
E00442,2025-05-13 12:30:03.005,Company_040,Student_0227,J0103,Student Applied,Tableau,East,5,9,Shortlisted,4.4,2.41,Yes
E00443,2025-05-13 19:42:46.277,Company_074,Student_0035,J0084,Company Posted,Excel,South,3,3,Applied,69.3,4.33,Yes
E00444,2025-05-14 02:55:29.549,Company_043,Student_0001,J0133,Company Posted,Data Analysis,West,0,3,Rejected,49.2,11.31,Yes
E00445,2025-05-14 10:08:12.821,Company_044,Student_0040,J0065,Company Posted,Power Bi,West,4,4,Applied,45.8,4.44,Yes
E00446,2025-05-14 17:20:56.093,Company_029,Student_0064,J0177,Company Shortlisted,Java,West,3,5,Rejected,20.2,11.86,Yes
E00447,2025-05-15 00:33:39.366,Company_013,Student_0150,J0003,Company Posted,Sql,South,5,10,Applied,18.7,6.08,Yes
E00448,2025-05-15 07:46:22.638,Company_012,Student_0060,J0173,Company Posted,Java,East,5,1,Shortlisted,35.4,2.56,Yes
E00449,2025-05-15 14:59:05.910,Company_046,Student_0064,J0142,Company Posted,Excel,Central,2,7,Rejected,22.2,10.75,Yes
E00450,2025-05-15 22:11:49.182,Company_002,Student_0093,J0120,Student Applied,Data Analysis,East,5,9,Applied,56.1,5.79,Yes
E00451,2025-05-16 05:24:32.454,Company_035,Student_0072,J0158,Company Posted,Sql,North,4,8,Applied,28.9,8.66,No
E00452,2025-05-16 12:37:15.726,Company_008,Student_0011,J0068,Student Applied,Data Analysis,West,3,5,Applied,10.9,11.81,Yes
E00453,2025-05-16 19:49:58.998,Company_026,Student_0105,J0146,Company Posted,Tableau,Unknown,4,4,Shortlisted,1.8,1.08,Yes
E00454,2025-05-17 03:02:42.270,Company_074,Student_0229,J0190,Company Shortlisted,Finance,Central,1,7,Rejected,39.6,1.61,Yes
E00455,2025-05-17 10:15:25.543,Company_034,Student_0014,J0037,Company Posted,Sql,North,1,5,Applied,70.3,8.79,Yes
E00456,2025-05-17 17:28:08.815,Company_007,Student_0060,J0153,Student Applied,Java,South,0,7,Rejected,27.2,3.74,Yes
E00457,2025-05-18 00:40:52.087,Company_068,Student_0030,J0176,Company Shortlisted,Excel,South,0,1,Applied,26.4,2.62,Yes
E00458,2025-05-18 07:53:35.359,Company_058,Student_0035,J0193,Student Applied,Tableau,Central,1,1,Shortlisted,25.4,0.95,Yes
E00459,2025-05-18 15:06:18.631,Company_075,Student_0213,J0181,Student Applied,Finance,North,5,10,Pending,38.0,0.75,Yes
E00460,2025-05-18 22:19:01.903,Company_029,Student_0165,J0207,Company Posted,Python,West,4,3,Applied,32.3,9.41,Yes
E00461,2025-05-19 05:31:45.175,Company_036,Student_0005,J0073,Company Posted,Tableau,East,1,2,Shortlisted,63.5,2.05,Yes
E00462,2025-05-19 12:44:28.447,Company_021,Student_0083,J0143,Student Applied,Excel,North,0,2,Applied,36.9,5.88,Yes
E00463,2025-05-19 19:57:11.720,Company_036,Student_0123,J0049,Company Shortlisted,Power Bi,South,1,7,Applied,37.1,7.47,Yes
E00464,2025-05-20 03:09:54.992,Company_010,Student_0078,J0121,Student Applied,Sql,Central,5,10,Applied,10.8,5.43,Yes
E00465,2025-05-20 10:22:38.264,Company_073,Student_0154,J0088,Student Applied,Data Analysis,Central,1,2,Applied,70.8,0.81,Yes
E00466,2025-05-20 17:35:21.536,Company_024,Student_0062,J0196,Student Applied,Excel,East,4,4,Shortlisted,18.7,9.51,Yes
E00467,2025-05-21 00:48:04.808,Company_064,Student_0132,J0140,Student Applied,Sql,Central,3,2,Shortlisted,6.2,0.62,No
E00468,2025-05-21 08:00:48.080,Company_049,Student_0089,J0187,Company Posted,Data Analysis,Central,5,6,Shortlisted,48.1,9.26,Yes
E00469,2025-05-21 15:13:31.352,Company_036,Student_0237,J0037,Student Applied,Marketing,North,0,8,Applied,43.3,10.77,Yes
E00470,2025-05-21 22:26:14.624,Company_024,Student_0042,J0061,Company Shortlisted,Java,West,4,10,Applied,30.5,5.48,No
E00471,2025-05-22 05:38:57.896,Company_023,Student_0089,J0171,Company Posted,Python,East,1,4,Rejected,31.0,6.66,Yes
E00472,2025-05-22 12:51:41.169,Company_062,Student_0146,J0124,Student Applied,Tableau,North,1,5,Pending,56.7,5.99,No
E00473,2025-05-22 20:04:24.441,Company_037,Student_0040,J0198,Company Posted,Excel,West,3,4,Applied,14.9,4.98,No
E00474,2025-05-23 03:17:07.713,Company_012,Student_0072,J0039,Student Applied,Python,North,0,3,Pending,59.2,10.71,No
E00475,2025-05-23 10:29:50.985,Company_055,Student_0039,J0184,Company Posted,Power Bi,North,0,5,Shortlisted,47.1,10.78,Yes
E00476,2025-05-23 17:42:34.257,Company_013,Student_0104,J0063,Student Applied,Sql,Central,2,9,Shortlisted,30.7,4.36,Yes
E00477,2025-05-24 00:55:17.529,Company_023,Student_0014,J0046,Student Applied,Sql,West,0,8,Shortlisted,33.5,7.57,Yes
E00478,2025-05-24 08:08:00.801,Company_030,Student_0032,J0088,Student Applied,Excel,East,3,8,Applied,19.2,11.16,Yes
E00479,2025-05-24 15:20:44.073,Company_017,Student_0179,J0011,Student Applied,Finance,East,2,8,Applied,54.4,11.56,Yes
E00480,2025-05-24 22:33:27.346,Company_062,Student_0125,J0062,Company Shortlisted,Finance,West,2,8,Shortlisted,37.4,6.35,Yes
E00481,2025-05-25 05:46:10.618,Company_013,Student_0166,J0077,Company Shortlisted,Marketing,Central,1,7,Applied,23.8,5.71,No
E00482,2025-05-25 12:58:53.890,Company_059,Student_0097,J0153,Company Posted,Java,South,1,8,Pending,43.3,3.7,Yes
E00483,2025-05-25 20:11:37.162,Company_019,Student_0023,J0199,Student Applied,Data Analysis,North,0,8,Applied,71.7,11.53,Yes
E00484,2025-05-26 03:24:20.434,Company_049,Student_0063,J0052,Company Posted,Power Bi,Central,2,8,Applied,31.9,2.14,Yes
E00485,2025-05-26 10:37:03.706,Company_012,Student_0143,J0004,Company Shortlisted,Python,West,1,10,Rejected,66.4,7.17,Yes
E00486,2025-05-26 17:49:46.978,Company_061,Student_0225,J0059,Company Shortlisted,Finance,North,3,7,Applied,25.5,3.75,Yes
E00487,2025-05-27 01:02:30.250,Company_019,Student_0153,J0072,Student Applied,Marketing,East,1,1,Shortlisted,4.9,3.71,Yes
E00488,2025-05-27 08:15:13.523,Company_076,Student_0145,J0148,Company Shortlisted,Marketing,South,5,4,Rejected,15.5,5.16,Yes
E00489,2025-05-27 15:27:56.795,Company_009,Student_0225,J0093,Student Applied,Excel,East,5,4,Pending,30.7,11.99,Yes
E00490,2025-05-27 22:40:40.067,Company_071,Student_0239,J0063,Student Applied,Power Bi,West,1,5,Rejected,16.6,1.13,No
E00491,2025-05-28 05:53:23.339,Company_028,Student_0247,J0054,Company Posted,Data Analysis,North,2,10,Rejected,1.0,7.15,Yes
E00492,2025-05-28 13:06:06.611,Company_078,Student_0194,J0117,Student Applied,Java,West,2,6,Rejected,66.0,1.45,No
E00493,2025-05-28 20:18:49.883,Company_052,Student_0206,J0110,Company Posted,Tableau,North,4,4,Pending,60.9,2.28,No
E00494,2025-05-29 03:31:33.155,Company_016,Student_0053,J0074,Company Shortlisted,Excel,Central,5,2,Applied,53.7,5.55,Yes
E00495,2025-05-29 10:44:16.427,Company_069,Student_0104,J0107,Company Shortlisted,Data Analysis,South,3,6,Applied,12.9,6.37,Yes
E00496,2025-05-29 17:56:59.699,Company_012,Student_0104,J0057,Student Applied,Tableau,Central,2,8,Applied,9.5,3.48,Yes
E00497,2025-05-30 01:09:42.972,Company_025,Student_0179,J0218,Company Posted,Tableau,Central,0,8,Applied,5.8,4.14,Yes
E00498,2025-05-30 08:22:26.244,Company_052,Student_0039,J0169,Company Posted,Power Bi,West,5,7,Rejected,52.4,1.5,No
E00499,2025-05-30 15:35:09.516,Company_053,Student_0179,J0003,Company Posted,Power Bi,South,3,6,Shortlisted,66.9,3.99,Yes
E00500,2025-05-30 22:47:52.788,Company_023,Student_0198,J0120,Student Applied,Python,North,3,2,Shortlisted,31.6,11.62,Yes
E00501,2025-05-31 06:00:36.060,Company_016,Student_0134,J0006,Company Posted,Marketing,North,2,7,Applied,9.5,11.36,Yes
E00502,2025-05-31 13:13:19.332,Company_057,Student_0067,J0005,Company Shortlisted,Data Analysis,East,3,5,Rejected,37.4,4.35,No
E00503,2025-05-31 20:26:02.604,Company_039,Student_0135,J0005,Student Applied,Excel,North,2,6,Applied,25.8,7.06,No
E00504,2025-06-01 03:38:45.876,Company_053,Student_0179,J0054,Company Posted,Sql,West,1,10,Rejected,27.6,10.96,No
E00505,2025-06-01 10:51:29.149,Company_042,Student_0200,J0047,Student Applied,Excel,North,5,8,Shortlisted,45.1,0.57,No
E00506,2025-06-01 18:04:12.421,Company_058,Student_0042,J0215,Student Applied,Python,Central,4,8,Applied,52.0,9.82,No
E00507,2025-06-02 01:16:55.693,Company_039,Student_0192,J0177,Student Applied,Java,Central,1,3,Applied,8.9,11.41,No
E00508,2025-06-02 08:29:38.965,Company_014,Student_0244,J0009,Student Applied,Marketing,South,5,7,Applied,3.5,1.55,Yes
E00509,2025-06-02 15:42:22.237,Company_005,Student_0015,J0099,Company Shortlisted,Sql,North,2,1,Rejected,71.6,2.36,Yes
E00510,2025-06-02 22:55:05.509,Company_035,Student_0111,J0020,Student Applied,Finance,West,5,1,Pending,17.5,11.55,Yes
E00511,2025-06-03 06:07:48.781,Company_075,Student_0157,J0122,Student Applied,Java,South,2,7,Shortlisted,4.8,6.68,Yes
E00512,2025-06-03 13:20:32.053,Company_018,Student_0033,J0061,Company Shortlisted,Power Bi,East,1,10,Applied,14.5,0.66,Yes
E00513,2025-06-03 20:33:15.326,Company_076,Student_0244,J0123,Company Posted,Tableau,West,0,9,Applied,3.8,3.46,No
E00514,2025-06-04 03:45:58.598,Company_009,Student_0222,J0163,Company Shortlisted,Finance,West,0,7,Rejected,28.8,5.67,Yes
E00515,2025-06-04 10:58:41.870,Company_074,Student_0231,J0178,Company Posted,Excel,West,5,10,Rejected,58.0,8.47,Yes
E00516,2025-06-04 18:11:25.142,Company_058,Student_0155,J0082,Company Shortlisted,Excel,Central,0,5,Applied,25.2,8.93,Yes
E00517,2025-06-05 01:24:08.414,Company_017,Student_0164,J0062,Student Applied,Power Bi,West,2,8,Applied,32.5,11.95,Yes
E00518,2025-06-05 08:36:51.686,Company_007,Student_0157,J0145,Company Shortlisted,Python,North,3,2,Rejected,49.0,3.81,Yes
E00519,2025-06-05 15:49:34.958,Company_046,Student_0038,J0216,Company Shortlisted,Data Analysis,West,2,9,Applied,37.1,6.69,Yes
E00520,2025-06-05 23:02:18.230,Company_013,Student_0185,J0003,Company Shortlisted,Finance,Central,3,6,Applied,62.2,6.63,Yes
E00521,2025-06-06 06:15:01.503,Company_040,Student_0097,J0160,Company Shortlisted,Finance,West,1,9,Applied,35.4,5.16,Yes
E00522,2025-06-06 13:27:44.775,Company_042,Student_0229,J0013,Company Posted,Java,East,4,2,Shortlisted,1.7,2.45,No
E00523,2025-06-06 20:40:28.047,Company_009,Student_0155,J0120,Company Posted,Marketing,East,3,3,Rejected,56.2,11.74,Yes
E00524,2025-06-07 03:53:11.319,Company_050,Student_0183,J0125,Student Applied,Java,Central,0,8,Pending,33.7,10.31,Yes
E00525,2025-06-07 11:05:54.591,Company_027,Student_0033,J0089,Company Posted,Data Analysis,North,2,1,Shortlisted,71.2,6.23,Yes
E00526,2025-06-07 18:18:37.863,Company_066,Student_0196,J0073,Student Applied,Excel,North,1,10,Shortlisted,35.3,7.44,Yes
E00527,2025-06-08 01:31:21.135,Company_005,Student_0086,J0068,Student Applied,Excel,South,0,7,Applied,71.1,3.11,Yes
E00528,2025-06-08 08:44:04.407,Company_029,Student_0066,J0142,Company Shortlisted,Excel,Central,1,7,Shortlisted,54.6,6.75,Yes
E00529,2025-06-08 15:56:47.679,Company_037,Student_0010,J0101,Student Applied,Excel,West,4,1,Applied,18.7,8.49,Yes
E00530,2025-06-08 23:09:30.952,Company_038,Student_0005,J0098,Company Shortlisted,Data Analysis,Central,2,9,Shortlisted,39.2,6.42,Yes
E00531,2025-06-09 06:22:14.224,Company_008,Student_0123,J0011,Company Posted,Power Bi,South,5,8,Applied,71.4,11.89,Yes
E00532,2025-06-09 13:34:57.496,Company_065,Student_0074,J0105,Company Shortlisted,Marketing,Central,2,4,Applied,61.9,7.53,Yes
E00533,2025-06-09 20:47:40.768,Company_017,Student_0097,J0184,Company Shortlisted,Data Analysis,Central,4,10,Applied,7.9,4.77,Yes
E00534,2025-06-10 04:00:24.040,Company_071,Student_0118,J0067,Student Applied,Marketing,South,2,5,Applied,51.2,9.38,Yes
E00535,2025-06-10 11:13:07.312,Company_045,Student_0038,J0123,Student Applied,Data Analysis,North,5,2,Applied,25.5,2.46,Yes
E00536,2025-06-10 18:25:50.584,Company_004,Student_0141,J0220,Student Applied,Excel,West,3,9,Applied,1.5,4.92,Yes
E00537,2025-06-11 01:38:33.856,Company_036,Student_0159,J0029,Company Posted,Power Bi,South,1,6,Pending,29.6,4.49,Yes
E00538,2025-06-11 08:51:17.129,Company_070,Student_0047,J0137,Student Applied,Finance,East,5,3,Shortlisted,17.7,5.47,Yes
E00539,2025-06-11 16:04:00.401,Company_031,Student_0228,J0195,Student Applied,Java,North,0,7,Shortlisted,59.1,9.49,Yes
E00540,2025-06-11 23:16:43.673,Company_019,Student_0109,J0153,Company Posted,Tableau,East,4,9,Pending,25.0,6.07,No
E00541,2025-06-12 06:29:26.945,Company_061,Student_0216,J0076,Student Applied,Power Bi,North,3,3,Pending,59.8,9.63,Yes
E00542,2025-06-12 13:42:10.217,Company_054,Student_0180,J0170,Company Posted,Finance,West,0,2,Shortlisted,1.0,7.13,Yes
E00543,2025-06-12 20:54:53.489,Company_039,Student_0184,J0009,Company Posted,Python,West,0,7,Rejected,22.9,4.43,Yes
E00544,2025-06-13 04:07:36.761,Company_074,Student_0015,J0207,Company Posted,Data Analysis,Central,4,7,Applied,18.1,9.81,Yes
E00545,2025-06-13 11:20:20.033,Company_019,Student_0157,J0040,Company Shortlisted,Python,East,3,4,Applied,17.6,3.24,Yes
E00546,2025-06-13 18:33:03.306,Company_039,Student_0136,J0025,Student Applied,Finance,North,0,9,Applied,5.8,3.08,No
E00547,2025-06-14 01:45:46.578,Company_067,Student_0005,J0005,Company Shortlisted,Power Bi,West,0,8,Rejected,14.3,6.3,Yes
E00548,2025-06-14 08:58:29.850,Company_045,Student_0157,J0139,Student Applied,Data Analysis,South,3,1,Rejected,40.4,3.5,Yes
E00549,2025-06-14 16:11:13.122,Company_013,Student_0047,J0187,Company Posted,Tableau,West,2,1,Applied,21.7,0.6,Yes
E00550,2025-06-14 23:23:56.394,Company_058,Student_0068,J0216,Student Applied,Excel,South,0,5,Applied,30.6,7.96,Yes
E00551,2025-06-15 06:36:39.666,Company_020,Student_0076,J0124,Student Applied,Data Analysis,North,1,6,Shortlisted,27.8,6.38,Yes
E00552,2025-06-15 13:49:22.938,Company_072,Student_0173,J0207,Company Posted,Data Analysis,West,3,3,Applied,63.2,5.62,No
E00553,2025-06-15 21:02:06.210,Company_061,Student_0130,J0038,Student Applied,Power Bi,West,0,9,Shortlisted,65.3,11.62,No
E00554,2025-06-16 04:14:49.482,Company_039,Student_0155,J0072,Company Posted,Power Bi,North,4,10,Rejected,36.0,7.07,No
E00555,2025-06-16 11:27:32.755,Company_001,Student_0095,J0133,Student Applied,Finance,West,5,6,Rejected,24.4,10.43,Yes
E00556,2025-06-16 18:40:16.027,Company_003,Student_0115,J0176,Student Applied,Sql,South,1,4,Rejected,8.6,2.1,Yes
E00557,2025-06-17 01:52:59.299,Company_077,Student_0243,J0090,Company Posted,Data Analysis,West,5,7,Pending,68.7,7.05,No
E00558,2025-06-17 09:05:42.571,Company_062,Student_0164,J0146,Company Posted,Java,East,5,8,Shortlisted,5.3,10.48,No
E00559,2025-06-17 16:18:25.843,Company_063,Student_0036,J0198,Company Shortlisted,Data Analysis,Central,0,9,Rejected,22.1,7.21,No
E00560,2025-06-17 23:31:09.115,Company_025,Student_0026,J0037,Student Applied,Finance,South,1,6,Shortlisted,22.2,8.76,Yes
E00561,2025-06-18 06:43:52.387,Company_056,Student_0043,J0060,Company Posted,Marketing,East,1,6,Applied,23.7,4.78,Yes
E00562,2025-06-18 13:56:35.659,Company_033,Student_0027,J0176,Company Shortlisted,Python,North,2,8,Applied,12.7,1.56,No
E00563,2025-06-18 21:09:18.932,Company_038,Student_0069,J0205,Company Posted,Excel,South,5,5,Applied,56.6,5.77,No
E00564,2025-06-19 04:22:02.204,Company_006,Student_0148,J0028,Student Applied,Sql,Central,1,3,Shortlisted,9.7,5.04,Yes
E00565,2025-06-19 11:34:45.476,Company_058,Student_0011,J0197,Company Shortlisted,Tableau,Central,2,3,Shortlisted,46.1,10.47,No
E00566,2025-06-19 18:47:28.748,Company_044,Student_0074,J0205,Company Posted,Tableau,North,3,6,Rejected,9.8,3.31,Yes
E00567,2025-06-20 02:00:12.020,Company_045,Student_0104,J0081,Company Posted,Tableau,North,2,2,Applied,6.0,11.62,Yes
E00568,2025-06-20 09:12:55.292,Company_032,Student_0038,J0114,Company Posted,Power Bi,South,4,6,Applied,65.6,11.52,No
E00569,2025-06-20 16:25:38.564,Company_045,Student_0134,J0040,Company Posted,Tableau,West,0,6,Pending,14.5,3.35,Yes
E00570,2025-06-20 23:38:21.836,Company_061,Student_0200,J0045,Company Posted,Excel,North,3,8,Applied,59.3,4.5,Yes
E00571,2025-06-21 06:51:05.109,Company_047,Student_0023,J0062,Student Applied,Python,West,3,7,Shortlisted,39.7,10.8,Yes
E00572,2025-06-21 14:03:48.381,Company_021,Student_0047,J0093,Company Posted,Tableau,East,4,8,Shortlisted,6.5,11.62,No
E00573,2025-06-21 21:16:31.653,Company_080,Student_0090,J0115,Student Applied,Data Analysis,Central,2,9,Shortlisted,68.8,5.6,Yes
E00574,2025-06-22 04:29:14.925,Company_075,Student_0046,J0186,Company Shortlisted,Data Analysis,West,0,6,Applied,18.5,4.19,Yes
E00575,2025-06-22 11:41:58.197,Company_036,Student_0107,J0067,Company Shortlisted,Power Bi,Central,2,3,Applied,62.0,6.55,Yes
E00576,2025-06-22 18:54:41.469,Company_019,Student_0140,J0056,Student Applied,Excel,West,1,10,Applied,13.0,8.41,Yes
E00577,2025-06-23 02:07:24.741,Company_020,Student_0218,J0040,Company Posted,Python,East,2,3,Shortlisted,61.6,3.64,No
E00578,2025-06-23 09:20:08.013,Company_057,Student_0141,J0098,Student Applied,Sql,North,3,1,Shortlisted,1.9,8.97,Yes
E00579,2025-06-23 16:32:51.285,Company_018,Student_0104,J0040,Student Applied,Finance,East,0,5,Applied,37.3,1.09,Yes
E00580,2025-06-23 23:45:34.558,Company_047,Student_0190,J0091,Student Applied,Python,North,2,4,Shortlisted,55.6,1.07,No
E00581,2025-06-24 06:58:17.830,Company_049,Student_0210,J0205,Company Posted,Finance,North,0,9,Rejected,67.4,4.94,Yes
E00582,2025-06-24 14:11:01.102,Company_014,Student_0217,J0033,Company Shortlisted,Marketing,Central,0,9,Applied,65.6,4.56,Yes
E00583,2025-06-24 21:23:44.374,Company_015,Student_0225,J0006,Student Applied,Unknown,East,1,5,Shortlisted,59.2,4.13,No
E00584,2025-06-25 04:36:27.646,Company_031,Student_0111,J0216,Company Posted,Java,West,1,10,Rejected,64.1,6.15,Yes
E00585,2025-06-25 11:49:10.918,Company_001,Student_0104,J0147,Student Applied,Data Analysis,East,3,4,Applied,15.1,4.19,Yes
E00586,2025-06-25 19:01:54.190,Company_054,Student_0060,J0080,Student Applied,Excel,Central,4,7,Applied,21.2,2.71,No
E00587,2025-06-26 02:14:37.462,Company_003,Student_0171,J0168,Company Shortlisted,Power Bi,North,0,6,Shortlisted,21.5,4.06,No
E00588,2025-06-26 09:27:20.735,Company_016,Student_0204,J0092,Student Applied,Java,Central,4,4,Pending,27.8,11.71,No
E00589,2025-06-26 16:40:04.007,Company_057,Student_0236,J0097,Student Applied,Finance,South,3,10,Rejected,28.9,5.23,No
E00590,2025-06-26 23:52:47.279,Company_075,Student_0100,J0059,Company Posted,Tableau,South,0,2,Shortlisted,39.7,5.61,No
E00591,2025-06-27 07:05:30.551,Company_012,Student_0240,J0059,Student Applied,Excel,West,0,1,Rejected,12.4,7.13,Yes
E00592,2025-06-27 14:18:13.823,Company_074,Student_0068,J0048,Student Applied,Java,Central,5,4,Applied,50.1,11.81,Yes
E00593,2025-06-27 21:30:57.095,Company_016,Student_0133,J0169,Company Posted,Power Bi,West,4,4,Shortlisted,12.9,3.28,Yes
E00594,2025-06-28 04:43:40.367,Company_072,Student_0120,J0013,Company Posted,Data Analysis,West,2,1,Shortlisted,23.0,8.33,No
E00595,2025-06-28 11:56:23.639,Company_076,Student_0037,J0107,Student Applied,Excel,South,1,6,Applied,36.7,8.73,Yes
E00596,2025-06-28 19:09:06.912,Company_024,Student_0072,J0045,Company Posted,Power Bi,West,2,4,Rejected,57.5,7.48,Yes
E00597,2025-06-29 02:21:50.184,Company_028,Student_0127,J0089,Student Applied,Marketing,South,4,1,Shortlisted,53.5,1.52,Yes
E00598,2025-06-29 09:34:33.456,Company_008,Student_0106,J0181,Company Posted,Marketing,North,1,1,Applied,46.8,8.28,Yes
E00599,2025-06-29 16:47:16.728,Company_036,Student_0241,J0170,Company Posted,Power Bi,Central,2,1,Pending,12.1,1.24,Yes
E00600,2025-06-30 00:00:00.000,Company_008,Student_0092,J0100,Company Posted,Java,West,5,8,Applied,39.8,7.36,No
